mean_m0,var_m0,mean_m1,var_m1,mean_m2,var_m2,mean_m3,var_m3,mean_m4,var_m4,mean_m5,var_m5
0.1190759684618644,0.0012083826980134,0.1254498404928178,0.0010650276309015,-0.6494806139607923,0.17188491699810324,-0.5754952133297334,0.1997815564011874,0.1875547743205052,0.0032790309126324,0.1785013555171116,0.0033969933141485
-0.5932796559716721,0.0060206628063848,-0.6253956713788112,0.0053158088938105,-0.7100169599264771,0.027867901952624213,-0.3748096383362323,0.015055110285173,-0.6099960064250897,0.0071111446690704,-0.5738683712970384,0.0106622697124306
,,0.3350582187579385,0.0008892037235217,0.02245438971246884,0.2148550396669169,0.1512965000491295,0.428236971752909,0.2996750812789554,0.0025289327662467,0.3050288369266385,0.0022624000585474
,,,,0.06779040134566554,0.11132959172819538,0.4452154602108541,0.1997815564011874,,,,
,,,,-0.0694919502109993,0.17188491699810324,0.0768414570304159,0.1997815564011874,,,,
,,,,0.01606355038046279,0.21421035663341112,0.265696819400724,0.1997815564011874,,,,
,,,,0.5822982091128105,0.06456332697352195,0.7039385217982377,0.0587479579573854,,,,
,,,,0.48179429085432984,0.17225775489838197,0.7591273616903486,0.272456447986628,,,,
,,,,-0.5386989692133645,0.08362698010555357,-0.4202827927997118,0.07682615078441,,,,
,,,,0.044535205636241824,0.12543920654106142,0.5122836444270739,0.1997815564011874,,,,
,,,,-0.09736489477864481,0.14465918638666056,0.1733926502092744,0.1302799459919679,,,,
,,,,0.24089953602018416,0.1721371565584033,0.5049285877750834,0.1577132152003297,,,,
,,,,-0.47077711302358893,0.12530439818377426,-0.1954255439126187,0.1109762857455263,,,,
,,,,0.5588734352289011,0.06454211892878159,0.9650441055030624,0.0696788515011608,,,,
,,,,-0.1600055556816905,0.17225775489838197,-0.0106704119322001,0.272456447986628,,,,
,,,,-0.7058055247173536,0.2867123138424357,-0.48594485647596,0.272456447986628,,,,
,,,,-0.26590806452901944,0.17325567025923921,0.4652397836931222,0.428236971752909,,,,
,,,,-0.41572556168620556,0.07253890831736713,-0.3128875743783912,0.07682615078441,,,,
,,,,-0.17946424758197788,0.025385689512322347,0.1452261858604804,0.0125353833858795,,,,
,,,,0.287634208727646,0.21421035663341112,0.539235567487706,0.1997815564011874,,,,
,,,,0.25774940807619745,0.09079525546264246,0.5041244295582941,0.0856073096227953,,,,
,,,,-0.8034908400001893,0.12503878768210594,-0.5688395969990202,0.1302799459919679,,,,
,,,,-0.09274963503854834,0.2868015506225505,-0.0494424816536876,0.428236971752909,,,,
,,,,0.663886878867906,0.09071574106989896,0.978549030354148,0.0966548733306558,,,,
,,,,0.5128072016823446,0.06456332697352195,0.6429111429040503,0.0587479579573854,,,,
,,,,-0.15562485549736146,0.02060050845172669,0.168720888064166,0.0079048487297564,,,,
,,,,0.2850334724217078,0.12508372380120167,0.4786362867476325,0.1577132152003297,,,,
,,,,-0.2639849665871995,0.1451343266605133,-0.2273238596669696,0.272456447986628,,,,
,,,,-0.41636150148474543,0.21421035663341112,-0.1698620441692775,0.1997815564011874,,,,
,,,,-0.6276471146054778,0.07788264515138471,-0.3370966532201126,0.0637482197956555,,,,
,,,,0.5455796620316375,0.14465918638666056,0.8193760157943991,0.1302799459919679,,,,
,,,,-0.25696318122231004,0.1721371565584033,0.0042174152762386,0.1577132152003297,,,,
,,,,0.5680300129613708,0.1721371565584033,0.8339306981892882,0.1577132152003297,,,,
,,,,0.08773286789797743,0.2148550396669169,0.4752799661747992,0.428236971752909,,,,
,,,,-0.7213238123984003,0.11132959172819538,-0.8809932705687564,0.1997815564011874,,,,
,,,,1.253908660423265,0.2868015506225505,1.056467830138768,0.428236971752909,,,,
,,,,-1.1628601459619807,0.09079525546264246,-0.9439006714793724,0.0856073096227953,,,,
,,,,0.35925686475918345,0.17225775489838197,0.4513710121820888,0.272456447986628,,,,
,,,,0.25518071700765016,0.14439018604666498,0.4140364774536259,0.1577132152003297,,,,
,,,,0.8172961956709177,0.17188491699810324,1.1471595249790492,0.1997815564011874,,,,
,,,,0.5093752063937548,0.09960151177495731,0.6843908138212612,0.0966548733306558,,,,
,,,,-0.09202754391254618,0.4413508840622906,0.0847909014319637,0.428236971752909,,,,
,,,,0.1274247819502185,0.09137237840807272,1.3328536023489876,0.1577132152003297,,,,
,,,,-0.4557749372186448,0.11067958975381255,-0.0034962268393073,0.1109762857455263,,,,
,,,,-0.2343574808087865,0.06827855756610085,0.1711214409303567,0.07682615078441,,,,
,,,,-0.2893606031445185,0.14465918638666056,-0.0195105053651253,0.1302799459919679,,,,
,,,,-0.48949372164693433,0.2868015506225505,0.3440607590232334,0.428236971752909,,,,
,,,,-0.38270742273996944,0.09079525546264246,-0.183100579075621,0.0856073096227953,,,,
,,,,0.23638615707973637,0.06826901292438041,0.6898767511061424,0.0637482197956555,,,,
,,,,0.6741939854075685,0.4413508840622906,0.862915118376016,0.428236971752909,,,,
,,,,0.6723633069148744,0.1721371565584033,0.9388609211942806,0.1577132152003297,,,,
,,,,0.4095657826443919,0.21421035663341112,0.6620507872336612,0.1997815564011874,,,,
,,,,-0.231200422214812,0.21403271136622143,0.046710393812453,0.272456447986628,,,,
,,,,-0.21294926589675456,0.04520396716949895,0.1806254302002991,0.0360970253863447,,,,
,,,,0.1289748240030245,0.09967294889127999,0.2574624611368879,0.1302799459919679,,,,
,,,,-0.32548476768059037,0.2148550396669169,0.3559889237367551,0.428236971752909,,,,
,,,,-0.7663607580579938,0.12503878768210594,-0.5093401952209248,0.1302799459919679,,,,
,,,,0.3632655157044061,0.17188491699810324,0.503430953894041,0.1997815564011874,,,,
,,,,0.21935497358475184,0.17225775489838197,0.7496816040705697,0.272456447986628,,,,
,,,,-0.18760565701493553,0.2867123138424357,0.0373762637380063,0.272456447986628,,,,
,,,,-0.3869796327588202,0.0365301700150071,-0.1796476770865811,0.0251765411005555,,,,
,,,,0.5030463879815109,0.14439018604666498,0.3102972731588241,0.1577132152003297,,,,
,,,,0.15874419080947227,0.21403271136622143,0.0298312230226224,0.272456447986628,,,,
,,,,0.3911597642525165,0.07767857110417052,0.710036114618379,0.0696788515011608,,,,
,,,,-0.16256523545677867,0.2867123138424357,0.0626641541393395,0.272456447986628,,,,
,,,,0.1814317425191965,0.06528341298689307,0.381243479634268,0.1109762857455263,,,,
,,,,0.3452129950708713,0.06827855756610085,0.3556414202714978,0.07682615078441,,,,
,,,,-0.43976043254290903,0.09984349437298455,-0.1559541434332618,0.0856073096227953,,,,
,,,,-0.25084368234309445,0.1721371565584033,0.0103719260536034,0.1577132152003297,,,,
,,,,-0.7258875702861536,0.019878958789443343,-0.4413462150794933,0.0074340837244082,,,,
,,,,-0.0042124900570196825,0.042704764871716865,0.3505831688572298,0.0344373139200812,,,,
,,,,0.09489822334889209,0.08384294987144357,0.385287182493695,0.0696788515011608,,,,
,,,,0.25388602790401654,0.2867123138424357,0.483231111484928,0.272456447986628,,,,
,,,,-0.5045260882946228,0.1721371565584033,-0.2447618900108971,0.1577132152003297,,,,
,,,,0.20935586758381314,0.21403271136622143,0.0845463378219088,0.272456447986628,,,,
,,,,0.5088692701194206,0.17188491699810324,0.8136171557473101,0.1997815564011874,,,,
,,,,0.35281596269246296,0.11067958975381255,0.8027485169042062,0.1109762857455263,,,,
,,,,-0.2142602772554918,0.14454856613794917,0.1504668784189362,0.1997815564011874,,,,
,,,,-0.8346281906071498,0.17188491699810324,-0.5401621819941748,0.1997815564011874,,,,
,,,,-0.1895315463329264,0.029603733933756305,0.15942940179123,0.0179399925717078,,,,
,,,,1.1382859749035779,0.2148550396669169,0.9539426188174326,0.428236971752909,,,,
,,,,0.49504716025188844,0.4413508840622906,0.6809853791190487,0.428236971752909,,,,
,,,,0.15432481122482714,0.06823621787106486,0.7846879071943542,0.0696788515011608,,,,
,,,,0.16769446588445805,0.0683769427260476,0.4713877813713895,0.0587479579573854,,,,
,,,,-0.2667987676368849,0.2867123138424357,-0.0425994945493481,0.272456447986628,,,,
,,,,0.3119285064372216,0.013718296417233234,-0.301350606295127,0.428236971752909,,,,
,,,,-0.5185079614033444,0.01762702609361139,-1.3590870928113088,0.1997815564011874,,,,
,,,,,,-0.3290641626023121,0.272456447986628,,,,
,,,,,,-0.4801013962826311,0.1577132152003297,,,,
,,,,,,-0.1159480802708539,0.428236971752909,,,,
,,,,,,0.8492014493120555,0.272456447986628,,,,
,,,,,,-0.0723984297309369,0.272456447986628,,,,
,,,,,,0.3319251375982897,0.428236971752909,,,,
,,,,,,-0.5970411539056261,0.1997815564011874,,,,
,,,,,,-0.2253740008473758,0.1577132152003297,,,,
,,,,,,-0.4175021767271499,0.272456447986628,,,,
,,,,,,-0.8874146426403617,0.1997815564011874,,,,
,,,,,,-0.2691366001538775,0.1997815564011874,,,,
,,,,,,-0.7985383673008661,0.1577132152003297,,,,
,,,,,,0.0489994334555726,0.428236971752909,,,,
,,,,,,-0.6477546563948143,0.428236971752909,,,,
,,,,,,-0.2158010790636708,0.428236971752909,,,,
,,,,,,0.0194546065014797,0.272456447986628,,,,
,,,,,,0.7587431136704929,0.272456447986628,,,,
,,,,,,-0.7514797314909256,0.0637482197956555,,,,
,,,,,,-0.0476917261680575,0.272456447986628,,,,
,,,,,,-0.4883915234723271,0.1997815564011874,,,,
,,,,,,-0.4455535180213277,0.272456447986628,,,,
,,,,,,-0.7250653500715589,0.1577132152003297,,,,
,,,,,,0.8155898234438198,0.428236971752909,,,,
,,,,,,-0.6477546563948143,0.428236971752909,,,,
,,,,,,0.0224922367710805,0.272456447986628,,,,
,,,,,,0.1352548592234307,0.428236971752909,,,,
,,,,,,0.0112723729933145,0.428236971752909,,,,
,,,,,,0.4752799661747992,0.428236971752909,,,,
,,,,,,-1.1182586622071609,0.1302799459919679,,,,
,,,,,,-1.2389827028404703,0.428236971752909,,,,
,,,,,,-0.8765690138353057,0.1577132152003297,,,,
,,,,,,-1.2389827028404703,0.428236971752909,,,,
,,,,,,-0.0930679765938816,0.428236971752909,,,,
,,,,,,-0.8927766212709065,0.272456447986628,,,,
,,,,,,-0.5122763476556114,0.428236971752909,,,,
,,,,,,-1.1008133416153358,0.1997815564011874,,,,
,,,,,,-0.0918043719276998,0.1997815564011874,,,,
,,,,,,-0.937213532673732,0.272456447986628,,,,
,,,,,,-0.699465764909203,0.428236971752909,,,,
,,,,,,0.1512965000491295,0.428236971752909,,,,
,,,,,,-0.5188486893402368,0.272456447986628,,,,
,,,,,,0.0401751237530849,0.1997815564011874,,,,
,,,,,,1.235192978472936,0.428236971752909,,,,
,,,,,,0.3559889237367551,0.428236971752909,,,,
,,,,,,-0.2431685335350223,0.428236971752909,,,,
,,,,,,-0.2478590652940369,0.0856073096227953,,,,
,,,,,,0.4256162806783793,0.1577132152003297,,,,
,,,,,,-1.0390565306811022,0.0447177374073277,,,,
,,,,,,-0.6857249081736819,0.1577132152003297,,,,
,,,,,,0.3792504325304763,0.428236971752909,,,,
,,,,,,-0.1159480802708539,0.428236971752909,,,,
,,,,,,-0.7553180169949334,0.428236971752909,,,,
,,,,,,-0.6920958775321318,0.272456447986628,,,,
,,,,,,-0.882538470259102,0.428236971752909,,,,
,,,,,,-0.9261080949940754,0.1302799459919679,,,,
,,,,,,0.6928345940686035,0.272456447986628,,,,
,,,,,,-1.2654185879150843,0.1997815564011874,,,,
,,,,,,-0.2716533311494016,0.428236971752909,,,,
